Time,Time(ms),North China.Guyuan/ Bus 4 J220/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Bus 5 J220/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Transformer 1 500kV Side/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Transformer 1 220kV Side/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Transformer 1 35kV Side/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Transformer 2 500kV Side/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Transformer 2 220kV Side/ Positive-Sequence Voltage Magnitude,North China.Guyuan/ Transformer 2 35kV Side/ Positive -Sequence Voltage Magnitude
2023/09/17_02:12:04.520,520,227.046,227.033,524.605,227.033,35.9348,524.117,226.925,35.9156
2023/09/17_02:12:04.540,540,227.046,227.033,524.59,227.033,35.9348,524.117,226.925,35.9166
2023/09/17_02:12:04.560,560,227.066,227.06,524.635,227.06,35.9391,524.162,226.952,35.9209
2023/09/17_02:12:04.580,580,227.106,227.093,524.696,227.093,35.9433,524.208,226.986,35.9262
2023/09/17_02:12:04.600,600,227.127,227.113,524.712,227.113,35.9465,524.223,227.006,35.9284
2023/09/17_02:12:04.620,620,227.133,227.12,524.712,227.127,35.9497,524.223,227.013,35.9305
2023/09/17_02:12:04.640,640,227.127,227.12,524.696,227.12,35.9487,524.223,227.006,35.9305
2023/09/17_02:12:04.660,660,227.106,227.093,524.696,227.093,35.9465,524.223,226.979,35.9273
2023/09/17_02:12:04.680,680,227.026,227.013,524.666,227.019,35.9284,524.208,226.898,35.9091
2023/09/17_02:12:04.700,700,227.06,227.046,524.696,227.046,35.9326,524.223,226.925,35.9134
2023/09/17_02:12:04.720,720,227.147,227.14,524.742,227.133,35.9519,524.269,227.019,35.9337
2023/09/17_02:12:04.740,740,227.147,227.14,524.773,227.14,35.9519,524.3,227.026,35.9337
2023/09/17_02:12:04.760,760,227.16,227.14,524.803,227.14,35.9519,524.315,227.033,35.9337
2023/09/17_02:12:04.780,780,227.167,227.147,524.803,227.147,35.9519,524.345,227.039,35.9337
2023/09/17_02:12:04.800,800,227.16,227.154,524.773,227.147,35.9529,524.315,227.039,35.9337
2023/09/17_02:12:04.820,820,227.16,227.154,524.758,227.147,35.9529,524.3,227.039,35.9348
2023/09/17_02:12:04.840,840,227.174,227.167,524.819,227.167,35.9561,524.33,227.053,35.9369
2023/09/17_02:12:04.860,860,227.194,227.18,524.88,227.187,35.9583,524.376,227.073,35.9391
2023/09/17_02:12:04.880,880,227.207,227.194,524.88,227.194,35.9594,524.391,227.08,35.9412
2023/09/17_02:12:04.900,900,227.207,227.2,524.864,227.194,35.9604,524.376,227.086,35.9423
2023/09/17_02:12:04.920,920,227.207,227.2,524.864,227.2,35.9615,524.391,227.093,35.9433
2023/09/17_02:12:04.940,940,227.214,227.207,524.864,227.207,35.9615,524.391,227.093,35.9433
2023/09/17_02:12:04.960,960,227.207,227.2,524.849,227.2,35.9594,524.361,227.08,35.9412
2023/09/17_02:12:04.980,980,227.194,227.187,524.834,227.187,35.9583,524.345,227.073,35.9401
2023/09/17_02:12:05.0,0,227.194,227.194,524.834,227.187,35.9594,524.361,227.073,35.9412
2023/09/17_02:12:05.20,20,227.194,227.18,524.819,227.18,35.9583,524.345,227.073,35.9401
2023/09/17_02:12:05.40,40,227.187,227.174,524.819,227.18,35.9561,524.345,227.066,35.938
2023/09/17_02:12:05.60,60,227.194,227.187,524.849,227.187,35.9583,524.376,227.073,35.9391
2023/09/17_02:12:05.80,80,227.194,227.187,524.834,227.187,35.9594,524.376,227.073,35.9401
2023/09/17_02:12:05.100,100,227.18,227.174,524.803,227.174,35.9572,524.345,227.06,35.938
2023/09/17_02:12:05.120,120,227.187,227.18,524.803,227.18,35.9572,524.361,227.066,35.9391
2023/09/17_02:12:05.140,140,227.194,227.187,524.819,227.18,35.9561,524.376,227.066,35.9391
2023/09/17_02:12:05.160,160,227.194,227.18,524.834,227.18,35.9561,524.361,227.066,35.938
2023/09/17_02:12:05.180,180,227.194,227.18,524.819,227.18,35.9572,524.345,227.066,35.938
2023/09/17_02:12:05.200,200,227.207,227.194,524.834,227.194,35.9583,524.361,227.08,35.9391
2023/09/17_02:12:05.220,220,227.221,227.207,524.864,227.207,35.9615,524.376,227.093,35.9423
2023/09/17_02:12:05.240,240,227.214,227.2,524.864,227.2,35.9604,524.376,227.093,35.9412
2023/09/17_02:12:05.260,260,227.207,227.2,524.849,227.2,35.9604,524.361,227.086,35.9423
2023/09/17_02:12:05.280,280,227.207,227.207,524.864,227.207,35.9626,524.376,227.093,35.9433
2023/09/17_02:12:05.300,300,227.207,227.2,524.849,227.194,35.9604,524.361,227.086,35.9412
2023/09/17_02:12:05.320,320,227.194,227.187,524.834,227.187,35.9572,524.345,227.073,35.938
2023/09/17_02:12:05.340,340,227.2,227.194,524.849,227.187,35.9572,524.376,227.08,35.938
2023/09/17_02:12:05.360,360,227.2,227.194,524.849,227.187,35.9583,524.361,227.08,35.938
2023/09/17_02:12:05.380,380,227.2,227.194,524.849,227.194,35.9583,524.376,227.08,35.9391
2023/09/17_02:12:05.400,400,227.214,227.207,524.88,227.207,35.9604,524.407,227.093,35.9423
2023/09/17_02:12:05.420,420,227.221,227.207,524.88,227.207,35.9604,524.407,227.1,35.9423
2023/09/17_02:12:05.440,440,227.221,227.207,524.895,227.207,35.9615,524.407,227.1,35.9433
2023/09/17_02:12:05.460,460,227.227,227.214,524.895,227.214,35.9626,524.422,227.1,35.9444
2023/09/17_02:12:05.480,480,227.221,227.214,524.895,227.214,35.9626,524.422,227.093,35.9444
2023/09/17_02:12:05.500,500,227.214,227.2,524.864,227.207,35.9615,524.391,227.086,35.9433
2023/09/17_02:12:05.520,520,227.2,227.194,524.849,227.194,35.9604,524.361,227.08,35.9423
2023/09/17_02:12:05.540,540,227.16,227.154,524.788,227.154,35.9529,524.315,227.039,35.9358
2023/09/17_02:12:05.560,560,227.154,227.147,524.788,227.14,35.9508,524.315,227.026,35.9326
2023/09/17_02:12:05.580,580,227.214,227.214,524.88,227.207,35.9626,524.391,227.093,35.9433
2023/09/17_02:12:05.600,600,227.247,227.241,524.91,227.241,35.9679,524.422,227.127,35.9487
2023/09/17_02:12:05.620,620,227.247,227.234,524.88,227.234,35.9658,524.407,227.12,35.9487
2023/09/17_02:12:05.640,640,227.234,227.221,524.849,227.214,35.9636,524.376,227.1,35.9465
2023/09/17_02:12:05.660,660,227.221,227.207,524.864,227.207,35.9626,524.376,227.1,35.9444
2023/09/17_02:12:05.680,680,227.221,227.207,524.864,227.214,35.9626,524.376,227.1,35.9444
2023/09/17_02:12:05.700,700,227.234,227.214,524.88,227.221,35.9636,524.407,227.106,35.9455
2023/09/17_02:12:05.720,720,227.221,227.207,524.849,227.214,35.9626,524.391,227.1,35.9455
2023/09/17_02:12:05.740,740,227.214,227.2,524.819,227.2,35.9626,524.376,227.093,35.9444
2023/09/17_02:12:05.760,760,227.227,227.207,524.834,227.214,35.9636,524.376,227.106,35.9455
2023/09/17_02:12:05.780,780,227.221,227.214,524.819,227.214,35.9626,524.361,227.1,35.9455
2023/09/17_02:12:05.800,800,227.2,227.2,524.788,227.194,35.9594,524.315,227.08,35.9423
2023/09/17_02:12:05.820,820,227.194,227.187,524.773,227.187,35.9594,524.3,227.073,35.9412
2023/09/17_02:12:05.840,840,227.207,227.194,524.788,227.194,35.9615,524.33,227.086,35.9423
2023/09/17_02:12:05.860,860,227.234,227.221,524.849,227.221,35.9647,524.376,227.106,35.9455
2023/09/17_02:12:05.880,880,227.247,227.234,524.88,227.234,35.9668,524.407,227.12,35.9476
2023/09/17_02:12:05.900,900,227.241,227.227,524.864,227.227,35.9658,524.391,227.113,35.9476
2023/09/17_02:12:05.920,920,227.227,227.221,524.849,227.221,35.9647,524.376,227.106,35.9465
2023/09/17_02:12:05.940,940,227.227,227.221,524.849,227.221,35.9636,524.361,227.106,35.9465
2023/09/17_02:12:05.960,960,227.247,227.227,524.864,227.234,35.9658,524.376,227.113,35.9476
2023/09/17_02:12:05.980,980,227.154,227.14,524.803,227.14,35.9529,524.315,227.026,35.9326
2023/09/17_02:12:06.0,0,227.1,227.086,524.758,227.086,35.9444,524.284,226.972,35.923
2023/09/17_02:12:06.20,20,227.2,227.187,524.849,227.187,35.9594,524.391,227.08,35.9391
2023/09/17_02:12:06.40,40,227.254,227.241,524.91,227.241,35.9658,524.437,227.127,35.9476
2023/09/17_02:12:06.60,60,227.247,227.234,524.895,227.234,35.9658,524.407,227.127,35.9476
2023/09/17_02:12:06.80,80,227.247,227.234,524.88,227.234,35.9679,524.422,227.127,35.9497
2023/09/17_02:12:06.100,100,227.254,227.247,524.91,227.247,35.97,524.452,227.133,35.9519
2023/09/17_02:12:06.120,120,227.261,227.247,524.925,227.247,35.969,524.452,227.133,35.9497
2023/09/17_02:12:06.140,140,227.254,227.247,524.925,227.247,35.9679,524.452,227.14,35.9487
2023/09/17_02:12:06.160,160,227.261,227.247,524.925,227.254,35.969,524.452,227.14,35.9508
2023/09/17_02:12:06.180,180,227.261,227.247,524.925,227.254,35.969,524.437,227.14,35.9497
2023/09/17_02:12:06.200,200,227.261,227.247,524.941,227.247,35.969,524.437,227.14,35.9487
2023/09/17_02:12:06.220,220,227.274,227.254,524.956,227.261,35.969,524.452,227.147,35.9497
2023/09/17_02:12:06.240,240,227.274,227.254,524.956,227.261,35.969,524.468,227.147,35.9497
2023/09/17_02:12:06.260,260,227.261,227.247,524.925,227.254,35.969,524.452,227.133,35.9497
2023/09/17_02:12:06.280,280,227.254,227.241,524.91,227.241,35.9679,524.422,227.127,35.9487
2023/09/17_02:12:06.300,300,227.247,227.227,524.88,227.234,35.9658,524.407,227.12,35.9465
2023/09/17_02:12:06.320,320,227.241,227.227,524.864,227.227,35.9647,524.376,227.113,35.9465
2023/09/17_02:12:06.340,340,227.234,227.221,524.849,227.221,35.9658,524.376,227.106,35.9465
2023/09/17_02:12:06.360,360,227.227,227.221,524.849,227.214,35.9647,524.376,227.106,35.9455
2023/09/17_02:12:06.380,380,227.234,227.227,524.864,227.221,35.9636,524.407,227.113,35.9455
2023/09/17_02:12:06.400,400,227.234,227.227,524.864,227.227,35.9636,524.407,227.113,35.9444
2023/09/17_02:12:06.420,420,227.241,227.234,524.88,227.227,35.9636,524.407,227.12,35.9465
2023/09/17_02:12:06.440,440,227.247,227.234,524.895,227.234,35.9658,524.422,227.127,35.9487
2023/09/17_02:12:06.460,460,227.247,227.234,524.895,227.241,35.9658,524.422,227.12,35.9487
2023/09/17_02:12:06.480,480,227.241,227.234,524.88,227.234,35.9647,524.407,227.113,35.9476
2023/09/17_02:12:06.500,500,227.234,227.221,524.864,227.221,35.9647,524.376,227.113,35.9455
2023/09/17_02:12:06.520,520,227.227,227.214,524.834,227.214,35.9636,524.345,227.1,35.9455
2023/09/17_02:12:06.540,540,227.221,227.214,524.819,227.207,35.9636,524.345,227.1,35.9455
2023/09/17_02:12:06.560,560,227.241,227.227,524.849,227.227,35.9658,524.376,227.113,35.9476
2023/09/17_02:12:06.580,580,227.247,227.227,524.864,227.234,35.9668,524.361,227.12,35.9476
2023/09/17_02:12:06.600,600,227.234,227.221,524.849,227.227,35.9658,524.345,227.113,35.9476
2023/09/17_02:12:06.620,620,227.227,227.214,524.819,227.214,35.9658,524.33,227.106,35.9455
2023/09/17_02:12:06.640,640,227.214,227.207,524.788,227.207,35.9626,524.315,227.1,35.9444
2023/09/17_02:12:06.660,660,227.227,227.207,524.819,227.214,35.9636,524.345,227.106,35.9455
2023/09/17_02:12:06.680,680,227.234,227.221,524.834,227.221,35.9647,524.345,227.106,35.9465
2023/09/17_02:12:06.700,700,227.227,227.214,524.819,227.214,35.9647,524.33,227.1,35.9465
2023/09/17_02:12:06.720,720,227.207,227.2,524.788,227.2,35.9615,524.315,227.08,35.9444
2023/09/17_02:12:06.740,740,227.214,227.2,524.803,227.207,35.9615,524.33,227.086,35.9444
2023/09/17_02:12:06.760,760,227.234,227.221,524.834,227.221,35.9647,524.376,227.113,35.9476
2023/09/17_02:12:06.780,780,227.227,227.221,524.849,227.221,35.9658,524.376,227.113,35.9476
2023/09/17_02:12:06.800,800,227.227,227.227,524.849,227.227,35.9658,524.376,227.113,35.9476
2023/09/17_02:12:06.820,820,227.234,227.227,524.864,227.227,35.9668,524.376,227.113,35.9487
2023/09/17_02:12:06.840,840,227.2,227.194,524.819,227.194,35.9615,524.33,227.073,35.9455
2023/09/17_02:12:06.860,860,227.08,227.073,524.727,227.073,35.9391,524.254,226.952,35.9188
2023/09/17_02:12:06.880,880,227.127,227.113,524.788,227.113,35.9455,524.315,226.999,35.923
2023/09/17_02:12:06.900,900,227.247,227.241,524.895,227.241,35.97,524.407,227.127,35.9508
2023/09/17_02:12:06.920,920,227.254,227.247,524.895,227.247,35.97,524.422,227.127,35.9519
2023/09/17_02:12:06.940,940,227.254,227.247,524.895,227.247,35.969,524.422,227.127,35.9508
2023/09/17_02:12:06.960,960,227.247,227.234,524.88,227.234,35.9658,524.391,227.12,35.9487
2023/09/17_02:12:06.980,980,227.227,227.221,524.834,227.221,35.9647,524.361,227.106,35.9465
2023/09/17_02:12:07.0,0,227.227,227.221,524.834,227.221,35.9647,524.361,227.106,35.9476
2023/09/17_02:12:07.20,20,227.247,227.241,524.88,227.241,35.9668,524.407,227.12,35.9497
2023/09/17_02:12:07.40,40,227.261,227.254,524.91,227.247,35.969,524.452,227.133,35.9508
2023/09/17_02:12:07.60,60,227.254,227.247,524.895,227.247,35.969,524.437,227.133,35.9508
2023/09/17_02:12:07.80,80,227.247,227.241,524.88,227.234,35.969,524.407,227.127,35.9508
2023/09/17_02:12:07.100,100,227.241,227.234,524.88,227.227,35.9679,524.407,227.12,35.9487
2023/09/17_02:12:07.120,120,227.221,227.214,524.88,227.207,35.9626,524.391,227.1,35.9444
2023/09/17_02:12:07.140,140,227.221,227.214,524.88,227.2,35.9615,524.407,227.093,35.9423
2023/09/17_02:12:07.160,160,227.214,227.207,524.864,227.2,35.9615,524.391,227.086,35.9423
2023/09/17_02:12:07.180,180,227.194,227.187,524.834,227.187,35.9583,524.361,227.066,35.9401
2023/09/17_02:12:07.200,200,227.187,227.18,524.834,227.18,35.9572,524.345,227.06,35.938
2023/09/17_02:12:07.220,220,227.18,227.174,524.819,227.167,35.9551,524.33,227.053,35.9358
2023/09/17_02:12:07.240,240,227.18,227.167,524.803,227.167,35.9551,524.315,227.053,35.9358
2023/09/17_02:12:07.260,260,227.187,227.174,524.803,227.174,35.9561,524.315,227.053,35.9369
2023/09/17_02:12:07.280,280,227.147,227.14,524.773,227.14,35.9519,524.284,227.026,35.9348
2023/09/17_02:12:07.300,300,227.033,227.033,524.696,227.026,35.9294,524.223,226.912,35.9081
2023/09/17_02:12:07.320,320,227.046,227.039,524.696,227.033,35.9316,524.223,226.925,35.9081
2023/09/17_02:12:07.340,340,227.127,227.12,524.712,227.12,35.9508,524.239,227.006,35.9294
2023/09/17_02:12:07.360,360,227.12,227.12,524.696,227.12,35.9497,524.239,226.999,35.9294
2023/09/17_02:12:07.380,380,227.14,227.133,524.742,227.133,35.9497,524.269,227.019,35.9305
2023/09/17_02:12:07.400,400,227.167,227.154,524.773,227.154,35.9508,524.3,227.039,35.9316
2023/09/17_02:12:07.420,420,227.167,227.154,524.773,227.154,35.9519,524.284,227.039,35.9326
2023/09/17_02:12:07.440,440,227.133,227.127,524.712,227.127,35.9476,524.223,227.006,35.9284
2023/09/17_02:12:07.460,460,227.12,227.113,524.696,227.113,35.9444,524.208,226.992,35.9273
2023/09/17_02:12:07.480,480,227.14,227.14,524.727,227.133,35.9487,524.254,227.019,35.9294
2023/09/17_02:12:07.500,500,227.16,227.154,524.773,227.147,35.9508,524.284,227.039,35.9316
2023/09/17_02:12:07.520,520,227.167,227.16,524.788,227.154,35.9529,524.284,227.046,35.9348
2023/09/17_02:12:07.540,540,227.174,227.16,524.788,227.16,35.9561,524.315,227.046,35.9369
2023/09/17_02:12:07.560,560,227.167,227.16,524.773,227.154,35.9551,524.3,227.046,35.9358
2023/09/17_02:12:07.580,580,227.154,227.147,524.727,227.14,35.9529,524.254,227.033,35.9337
2023/09/17_02:12:07.600,600,227.14,227.133,524.696,227.127,35.9508,524.223,227.013,35.9316
2023/09/17_02:12:07.620,620,227.12,227.113,524.666,227.113,35.9476,524.193,226.999,35.9294
2023/09/17_02:12:07.640,640,227.12,227.106,524.681,227.106,35.9465,524.193,226.999,35.9284
2023/09/17_02:12:07.660,660,227.127,227.113,524.696,227.12,35.9476,524.208,227.006,35.9284
2023/09/17_02:12:07.680,680,227.133,227.127,524.712,227.127,35.9487,524.223,227.019,35.9305
2023/09/17_02:12:07.700,700,227.133,227.133,524.727,227.133,35.9497,524.239,227.026,35.9316
2023/09/17_02:12:07.720,720,227.113,227.113,524.727,227.113,35.9465,524.239,227.006,35.9294
2023/09/17_02:12:07.740,740,227.106,227.1,524.727,227.1,35.9444,524.239,226.986,35.9262
2023/09/17_02:12:07.760,760,227.133,227.127,524.758,227.127,35.9487,524.254,227.006,35.9305
2023/09/17_02:12:07.780,780,227.154,227.147,524.773,227.147,35.9529,524.269,227.033,35.9337
2023/09/17_02:12:07.800,800,227.16,227.147,524.758,227.147,35.9529,524.269,227.033,35.9348
2023/09/17_02:12:07.820,820,227.154,227.14,524.742,227.14,35.9519,524.269,227.026,35.9337
2023/09/17_02:12:07.840,840,227.154,227.14,524.742,227.14,35.9519,524.269,227.026,35.9337
2023/09/17_02:12:07.860,860,227.154,227.14,524.742,227.14,35.9519,524.269,227.026,35.9337
2023/09/17_02:12:07.880,880,227.14,227.133,524.727,227.133,35.9508,524.239,227.019,35.9316
2023/09/17_02:12:07.900,900,227.133,227.127,524.712,227.12,35.9497,524.239,227.013,35.9316
2023/09/17_02:12:07.920,920,227.113,227.106,524.696,227.113,35.9476,524.223,226.999,35.9284
2023/09/17_02:12:07.940,940,227.106,227.1,524.666,227.1,35.9455,524.193,226.986,35.9262
2023/09/17_02:12:07.960,960,227.1,227.093,524.651,227.093,35.9433,524.178,226.979,35.9252
2023/09/17_02:12:07.980,980,227.127,227.12,524.696,227.113,35.9476,524.223,227.006,35.9284
2023/09/17_02:12:08.0,0,227.147,227.133,524.727,227.14,35.9519,524.254,227.026,35.9316
2023/09/17_02:12:08.20,20,227.133,227.127,524.712,227.133,35.9497,524.239,227.019,35.9316
2023/09/17_02:12:08.40,40,227.14,227.133,524.727,227.133,35.9497,524.239,227.019,35.9316
2023/09/17_02:12:08.60,60,227.14,227.127,524.742,227.127,35.9497,524.254,227.013,35.9316
2023/09/17_02:12:08.80,80,227.133,227.127,524.742,227.127,35.9497,524.254,227.013,35.9316
2023/09/17_02:12:08.100,100,227.154,227.147,524.773,227.147,35.9519,524.284,227.033,35.9337
2023/09/17_02:12:08.120,120,227.167,227.154,524.773,227.16,35.954,524.3,227.046,35.9358
2023/09/17_02:12:08.140,140,227.16,227.147,524.758,227.147,35.9519,524.284,227.033,35.9337
2023/09/17_02:12:08.160,160,227.073,227.06,524.696,227.053,35.938,524.208,226.939,35.9188
2023/09/17_02:12:08.180,180,227.013,226.999,524.651,226.986,35.9284,524.178,226.878,35.907
2023/09/17_02:12:08.200,200,227.086,227.073,524.712,227.066,35.9401,524.239,226.959,35.9188
2023/09/17_02:12:08.220,220,227.154,227.14,524.788,227.14,35.9497,524.315,227.019,35.9305
2023/09/17_02:12:08.240,240,227.167,227.16,524.819,227.16,35.954,524.361,227.046,35.9348
2023/09/17_02:12:08.260,260,227.16,227.154,524.803,227.154,35.9529,524.33,227.039,35.9348
2023/09/17_02:12:08.280,280,227.147,227.14,524.773,227.14,35.9508,524.3,227.026,35.9316
2023/09/17_02:12:08.300,300,227.154,227.147,524.788,227.14,35.9508,524.315,227.033,35.9305
2023/09/17_02:12:08.320,320,227.147,227.133,524.758,227.133,35.9497,524.284,227.026,35.9305
2023/09/17_02:12:08.340,340,227.127,227.12,524.712,227.113,35.9476,524.239,227.006,35.9284
2023/09/17_02:12:08.360,360,227.127,227.12,524.727,227.12,35.9487,524.239,227.006,35.9294
2023/09/17_02:12:08.380,380,227.154,227.14,524.788,227.14,35.9519,524.284,227.026,35.9337
2023/09/17_02:12:08.400,400,227.167,227.16,524.803,227.16,35.954,524.315,227.046,35.9358
2023/09/17_02:12:08.420,420,227.167,227.16,524.803,227.16,35.954,524.315,227.046,35.9358
2023/09/17_02:12:08.440,440,227.167,227.154,524.803,227.16,35.9529,524.3,227.046,35.9358
2023/09/17_02:12:08.460,460,227.187,227.18,524.849,227.174,35.9561,524.361,227.066,35.938
2023/09/17_02:12:08.480,480,227.194,227.187,524.88,227.187,35.9572,524.391,227.073,35.9391
2023/09/17_02:12:08.500,500,227.194,227.18,524.849,227.18,35.9572,524.376,227.073,35.9391
2023/09/17_02:12:08.520,520,227.18,227.174,524.834,227.174,35.9561,524.345,227.066,35.938
2023/09/17_02:12:08.540,540,227.174,227.167,524.819,227.16,35.9529,524.345,227.046,35.9358
2023/09/17_02:12:08.560,560,227.18,227.174,524.834,227.174,35.9561,524.361,227.06,35.938
2023/09/17_02:12:08.580,580,227.187,227.174,524.834,227.174,35.9583,524.376,227.06,35.9391
2023/09/17_02:12:08.600,600,227.174,227.167,524.819,227.16,35.9561,524.345,227.053,35.9369
2023/09/17_02:12:08.620,620,227.167,227.16,524.819,227.16,35.9551,524.33,227.046,35.9369
2023/09/17_02:12:08.640,640,227.174,227.167,524.819,227.167,35.9561,524.33,227.06,35.938
2023/09/17_02:12:08.660,660,227.187,227.18,524.834,227.18,35.9583,524.361,227.066,35.9401
2023/09/17_02:12:08.680,680,227.194,227.18,524.849,227.18,35.9594,524.361,227.066,35.9401
2023/09/17_02:12:08.700,700,227.187,227.174,524.834,227.174,35.9572,524.345,227.06,35.9391
2023/09/17_02:12:08.720,720,227.18,227.167,524.819,227.16,35.9561,524.33,227.053,35.938
2023/09/17_02:12:08.740,740,227.167,227.167,524.803,227.16,35.9551,524.33,227.046,35.9369
2023/09/17_02:12:08.760,760,227.174,227.167,524.803,227.167,35.9561,524.315,227.053,35.938
2023/09/17_02:12:08.780,780,227.167,227.154,524.788,227.154,35.954,524.284,227.039,35.9358
2023/09/17_02:12:08.800,800,227.147,227.133,524.758,227.133,35.9508,524.269,227.019,35.9326
2023/09/17_02:12:08.820,820,227.154,227.14,524.758,227.14,35.9519,524.284,227.026,35.9337
2023/09/17_02:12:08.840,840,227.16,227.147,524.758,227.147,35.9529,524.3,227.033,35.9348
2023/09/17_02:12:08.860,860,227.16,227.147,524.773,227.14,35.9529,524.3,227.033,35.9348
2023/09/17_02:12:08.880,880,227.16,227.154,524.773,227.147,35.954,524.315,227.039,35.9348
2023/09/17_02:12:08.900,900,227.167,227.16,524.803,227.154,35.9551,524.33,227.046,35.9358
2023/09/17_02:12:08.920,920,227.167,227.154,524.819,227.154,35.954,524.345,227.039,35.9358
2023/09/17_02:12:08.940,940,227.16,227.154,524.819,227.16,35.954,524.33,227.039,35.9358
2023/09/17_02:12:08.960,960,227.18,227.174,524.834,227.174,35.9572,524.361,227.06,35.9391
2023/09/17_02:12:08.980,980,227.194,227.18,524.849,227.18,35.9583,524.376,227.066,35.9401
2023/09/17_02:12:09.0,0,227.174,227.167,524.819,227.167,35.9561,524.33,227.053,35.9369
2023/09/17_02:12:09.20,20,227.14,227.127,524.773,227.127,35.9508,524.269,227.019,35.9337
2023/09/17_02:12:09.40,40,227.013,226.999,524.681,226.999,35.9252,524.178,226.892,35.9049
2023/09/17_02:12:09.60,60,227.013,226.999,524.681,226.999,35.9273,524.178,226.892,35.9059
2023/09/17_02:12:09.80,80,227.133,227.12,524.758,227.113,35.9508,524.269,227.006,35.9326
2023/09/17_02:12:09.100,100,227.147,227.14,524.788,227.133,35.9529,524.315,227.026,35.9337
2023/09/17_02:12:09.120,120,227.16,227.147,524.803,227.147,35.9529,524.315,227.039,35.9348
2023/09/17_02:12:09.140,140,227.147,227.133,524.773,227.133,35.9508,524.284,227.026,35.9316
2023/09/17_02:12:09.160,160,227.127,227.12,524.727,227.12,35.9487,524.254,227.006,35.9305
2023/09/17_02:12:09.180,180,227.12,227.12,524.727,227.113,35.9487,524.254,227.006,35.9294
2023/09/17_02:12:09.200,200,227.147,227.14,524.773,227.133,35.9519,524.315,227.026,35.9316
2023/09/17_02:12:09.220,220,227.174,227.167,524.834,227.16,35.9561,524.361,227.053,35.9358
2023/09/17_02:12:09.240,240,227.194,227.18,524.849,227.18,35.9583,524.391,227.073,35.9401
2023/09/17_02:12:09.260,260,227.207,227.187,524.864,227.187,35.9604,524.391,227.073,35.9412
2023/09/17_02:12:09.280,280,227.2,227.187,524.864,227.18,35.9583,524.391,227.066,35.9391
2023/09/17_02:12:09.300,300,227.2,227.187,524.895,227.18,35.9583,524.407,227.066,35.938
2023/09/17_02:12:09.320,320,227.207,227.2,524.925,227.194,35.9604,524.422,227.08,35.9401
2023/09/17_02:12:09.340,340,227.214,227.207,524.91,227.207,35.9615,524.422,227.086,35.9423
2023/09/17_02:12:09.360,360,227.221,227.214,524.925,227.214,35.9636,524.437,227.093,35.9444
2023/09/17_02:12:09.380,380,227.234,227.227,524.971,227.227,35.9658,524.468,227.113,35.9465
2023/09/17_02:12:09.400,400,227.234,227.221,524.971,227.221,35.9647,524.483,227.113,35.9465
2023/09/17_02:12:09.420,420,227.221,227.214,524.941,227.207,35.9636,524.468,227.093,35.9444
2023/09/17_02:12:09.440,440,227.214,227.214,524.925,227.207,35.9626,524.437,227.093,35.9444
2023/09/17_02:12:09.460,460,227.227,227.214,524.941,227.221,35.9636,524.452,227.1,35.9455
2023/09/17_02:12:09.480,480,227.227,227.214,524.941,227.214,35.9615,524.452,227.1,35.9444
2023/09/17_02:12:09.500,500,227.207,227.2,524.895,227.194,35.9604,524.422,227.086,35.9423
2023/09/17_02:12:09.520,520,227.194,227.187,524.88,227.187,35.9594,524.422,227.073,35.9401
2023/09/17_02:12:09.540,540,227.2,227.187,524.895,227.187,35.9594,524.437,227.08,35.9412
2023/09/17_02:12:09.560,560,227.2,227.194,524.895,227.187,35.9594,524.437,227.08,35.9412
2023/09/17_02:12:09.580,580,227.207,227.2,524.91,227.194,35.9604,524.437,227.086,35.9423
2023/09/17_02:12:09.600,600,227.214,227.207,524.91,227.2,35.9626,524.437,227.093,35.9433
2023/09/17_02:12:09.620,620,227.207,227.194,524.895,227.194,35.9604,524.437,227.08,35.9433
2023/09/17_02:12:09.640,640,227.194,227.18,524.88,227.18,35.9594,524.407,227.066,35.9412
2023/09/17_02:12:09.660,660,227.194,227.18,524.864,227.187,35.9594,524.391,227.066,35.9412
